postId,time_diff_experiment,condition,vis,bonus,age,gender,education,p,x1,x2,lotterychoice,ev,ce,rrp
jzmvhf44,585387,pie,2,6.055,37,Female,High school,0.5,40,10,15b,25,16.75,0.33
jzmvhf44,585387,pie,2,6.055,37,Female,High school,0.5,50,0,17b,25,6.25,0.75
jzmvzqye,134005,triangle,4,6.495,25,Male,High school,0.5,40,10,14b,25,18.25,0.27
jzmvzqye,134005,triangle,4,6.495,25,Male,High school,0.5,50,0,9b,25,26.25,-0.05
jzmw3r1f,1045062,pie,2,7.145,30,Female,Ph.D,0.5,40,10,13b,25,19.75,0.21
jzmw3r1f,1045062,pie,2,7.145,30,Female,Ph.D,0.5,50,0,10b,25,23.75,0.05
jzmx6pid,381940,circle,3,5.285,30,Male,College,0.5,50,0,9b,25,26.25,-0.05
jzmx6pid,381940,circle,3,5.285,30,Male,College,0.5,40,10,8b,25,27.25,-0.09
jzmvtfoy,626310,icon,1,6.035,40,Female,College,0.5,50,0,8b,25,28.75,-0.15
jzmvtfoy,626310,icon,1,6.035,40,Female,College,0.5,40,10,8b,25,27.25,-0.09
jzmvjl72,847410,triangle,4,9.185,50,Male,College,0.5,40,10,13b,25,19.75,0.21
jzmvjl72,847410,triangle,4,9.185,50,Male,College,0.5,50,0,10b,25,23.75,0.05
jzmxm4ly,256512,circle,3,5.935,39,Male,College,0.5,40,10,13b,25,19.75,0.21
jzmxm4ly,256512,circle,3,5.935,39,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmw3rk8,2439884,triangle,4,7.855,62,Male,College,0.5,50,0,18b,25,3.75,0.85
jzmw3rk8,2439884,triangle,4,7.855,62,Male,College,0.5,40,10,17a,25,15.25,0.39
jzmvgwg1,419174,pie,2,6.865,31,Male,High school,0.5,50,0,4b,25,38.75,-0.55
jzmvgwg1,419174,pie,2,6.865,31,Male,High school,0.5,40,10,7b,25,28.75,-0.15
jzmvfd3l,1135099,icon,1,7.345,30,Male,Graduate school,0.5,50,0,16b,25,8.75,0.65
jzmvfd3l,1135099,icon,1,7.345,30,Male,Graduate school,0.5,40,10,17b,25,13.75,0.45
jzmw8xoa,448661,bar,5,8.935,30,Female,College,0.5,40,10,16b,25,15.25,0.39
jzmw8xoa,448661,bar,5,8.935,30,Female,College,0.5,50,0,17b,25,6.25,0.75
jzmw92ig,445485,none,0,6.5,22,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmw92ig,445485,none,0,6.5,22,Male,College,0.5,50,0,12a,25,21.25,0.15
jzmvptxy,604154,triangle,4,7.045,32,Male,High school,0.5,50,0,8b,25,28.75,-0.15
jzmvptxy,604154,triangle,4,7.045,32,Male,High school,0.5,40,10,6b,25,30.25,-0.21
jzmyfx79,1629539,icon,1,7.16,29,Male,High school,0.5,40,10,14b,25,18.25,0.27
jzmyfx79,1629539,icon,1,7.16,29,Male,High school,0.5,50,0,13b,25,16.25,0.35
jzmvra6u,715580,circle,3,6.78,35,Female,College,0.5,50,0,14b,25,13.75,0.45
jzmvra6u,715580,circle,3,6.78,35,Female,College,0.5,40,10,0a,25,40,-0.6
jzmweh3b,582928,icon,1,7.61,38,Male,High school,0.5,40,10,10b,25,24.25,0.03
jzmweh3b,582928,icon,1,7.61,38,Male,High school,0.5,50,0,10b,25,23.75,0.05
jzmvlke1,702493,icon,1,6.535,34,Female,College,0.5,40,10,13b,25,19.75,0.21
jzmvlke1,702493,icon,1,6.535,34,Female,College,0.5,50,0,12b,25,18.75,0.25
jzmvf05f,2414087,pie,2,7.04,30,Male,College,0.5,40,10,9b,25,25.75,-0.03
jzmvf05f,2414087,pie,2,7.04,30,Male,College,0.5,50,0,14b,25,13.75,0.45
jzmw2a5o,351850,triangle,4,6.67,24,Male,High school,0.5,40,10,13b,25,19.75,0.21
jzmw2a5o,351850,triangle,4,6.67,24,Male,High school,0.5,50,0,13b,25,16.25,0.35
jzmvv9pb,290856,triangle,4,6.355,35,Male,High school,0.5,40,10,18b,25,12.25,0.51
jzmvv9pb,290856,triangle,4,6.355,35,Male,High school,0.5,50,0,18b,25,3.75,0.85
jzmveslw,294260,none,0,8.225,40,Male,College,0.5,40,10,10a,25,25.75,-0.03
jzmveslw,294260,none,0,8.225,40,Male,College,0.5,50,0,8a,25,31.25,-0.25
jzmvfbwn,398695,triangle,4,7.795,39,ஆண்,Graduate school,0.5,40,10,2b,25,36.25,-0.45
jzmvfbwn,398695,triangle,4,7.795,39,ஆண்,Graduate school,0.5,50,0,3b,25,41.25,-0.65
jzmw4l7y,459472,pie,2,7.775,28,Female,College,0.5,40,10,8b,25,27.25,-0.09
jzmw4l7y,459472,pie,2,7.775,28,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmvk3qd,1037709,icon,1,7.495,28,Male,Ph.D,0.5,40,10,8a,25,28.75,-0.15
jzmvk3qd,1037709,icon,1,7.495,28,Male,Ph.D,0.5,50,0,9a,25,28.75,-0.15
jzmvj6aq,273016,pie,2,6.955,36,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmvj6aq,273016,pie,2,6.955,36,Male,College,0.5,50,0,10b,25,23.75,0.05
jzmvprwo,438128,icon,1,8.68,27,Male,High school,0.5,40,10,6b,25,30.25,-0.21
jzmvprwo,438128,icon,1,8.68,27,Male,High school,0.5,50,0,4b,25,38.75,-0.55
jzmvqyy5,1108292,icon,1,7.3,42,Male,College,0.5,50,0,14a,25,16.25,0.35
jzmvqyy5,1108292,icon,1,7.3,42,Male,College,0.5,40,10,16a,25,16.75,0.33
jzmw707n,243057,triangle,4,8.515,21,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmw707n,243057,triangle,4,8.515,21,Male,College,0.5,50,0,10b,25,23.75,0.05
jzmxtds7,451623,circle,3,6.565,32,Male,College,0.5,50,0,8b,25,28.75,-0.15
jzmxtds7,451623,circle,3,6.565,32,Male,College,0.5,40,10,15b,25,16.75,0.33
jzmz9tik,451743,triangle,4,7.02,32,Male,College,0.5,40,10,5a,25,33.25,-0.33
jzmz9tik,451743,triangle,4,7.02,32,Male,College,0.5,50,0,7a,25,33.75,-0.35
jzmvha4v,496014,circle,3,6.925,36,Female,High school,0.5,50,0,9b,25,26.25,-0.05
jzmvha4v,496014,circle,3,6.925,36,Female,High school,0.5,40,10,12b,25,21.25,0.15
jzmvibmt,346554,icon,1,6.955,33,Male,High school,0.5,40,10,13b,25,19.75,0.21
jzmvibmt,346554,icon,1,6.955,33,Male,High school,0.5,50,0,16b,25,8.75,0.65
jzmz3ujw,1322139,none,0,6.7,39,Female,College,0.5,40,10,15b,25,16.75,0.33
jzmz3ujw,1322139,none,0,6.7,39,Female,College,0.5,50,0,17b,25,6.25,0.75
jzmviee5,308486,triangle,4,7.725,35,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmviee5,308486,triangle,4,7.725,35,Male,College,0.5,50,0,16b,25,8.75,0.65
jzmvejnt,189466,icon,1,6.9,34,Male,College,0.5,40,10,0b,25,39.25,-0.57
jzmvejnt,189466,icon,1,6.9,34,Male,College,0.5,50,0,0b,25,48.75,-0.95
jzmxeiqw,359661,pie,2,7.495,23,Female,College,0.5,50,0,12b,25,18.75,0.25
jzmxeiqw,359661,pie,2,7.495,23,Female,College,0.5,40,10,14b,25,18.25,0.27
jzmvf4hq,772075,triangle,4,7.74,39,Female,College,0.5,40,10,12b,25,21.25,0.15
jzmvf4hq,772075,triangle,4,7.74,39,Female,College,0.5,50,0,14a,25,16.25,0.35
jzmvem53,493621,bar,5,7.76,60,Male,High school,0.5,40,10,9b,25,25.75,-0.03
jzmvem53,493621,bar,5,7.76,60,Male,High school,0.5,50,0,8b,25,28.75,-0.15
jzmw1fca,287304,triangle,4,8.93,39,Male,Graduate school,0.5,50,0,19b,25,2.5,0.9
jzmw1fca,287304,triangle,4,8.93,39,Male,Graduate school,0.5,40,10,10b,25,24.25,0.03
jzmwaj1y,742512,triangle,4,7.77,33,Male,College,0.5,40,10,14a,25,19.75,0.21
jzmwaj1y,742512,triangle,4,7.77,33,Male,College,0.5,50,0,9a,25,28.75,-0.15
jzmvm3po,202155,icon,1,7.775,28,Male,Ph.D,0.5,50,0,1a,25,48.75,-0.95
jzmvm3po,202155,icon,1,7.775,28,Male,Ph.D,0.5,40,10,13b,25,19.75,0.21
jzmwc7cm,792152,bar,5,5.44,41,Male,High school,0.5,50,0,15b,25,11.25,0.55
jzmwc7cm,792152,bar,5,5.44,41,Male,High school,0.5,40,10,15a,25,18.25,0.27
jzmxsogh,515634,triangle,4,5.845,33,Male,College,0.5,40,10,6b,25,30.25,-0.21
jzmxsogh,515634,triangle,4,5.845,33,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmw0jzg,275712,pie,2,8.645,36,Male,Professional school,0.5,40,10,9b,25,25.75,-0.03
jzmw0jzg,275712,pie,2,8.645,36,Male,Professional school,0.5,50,0,10b,25,23.75,0.05
jzmxtjjv,129499,icon,1,8.8,30,Male,Professional school,0.5,40,10,3b,25,34.75,-0.39
jzmxtjjv,129499,icon,1,8.8,30,Male,Professional school,0.5,50,0,7b,25,31.25,-0.25
jzmvjvcs,573566,bar,5,7.015,25,Male,College,0.5,50,0,17b,25,6.25,0.75
jzmvjvcs,573566,bar,5,7.015,25,Male,College,0.5,40,10,18b,25,12.25,0.51
jzmvjeyd,403988,none,0,8.29,41,Female,College,0.5,40,10,10b,25,24.25,0.03
jzmvjeyd,403988,none,0,8.29,41,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmwojt4,633993,pie,2,5.72,46,Female,College,0.5,40,10,19a,25,12.25,0.51
jzmwojt4,633993,pie,2,5.72,46,Female,College,0.5,50,0,12b,25,18.75,0.25
jzmvjfy1,209073,icon,1,7.795,27,Male,College,0.5,50,0,9b,25,26.25,-0.05
jzmvjfy1,209073,icon,1,7.795,27,Male,College,0.5,40,10,17b,25,13.75,0.45
jzmwgow1,1807343,triangle,4,8.45,28,Male,College,0.5,40,10,8b,25,27.25,-0.09
jzmwgow1,1807343,triangle,4,8.45,28,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmvxddi,821824,circle,3,7.63,43,Male,High school,0.5,50,0,12b,25,18.75,0.25
jzmvxddi,821824,circle,3,7.63,43,Male,High school,0.5,40,10,6b,25,30.25,-0.21
jzmw1ooo,384514,none,0,5.465,30,Male,Graduate school,0.5,50,0,15b,25,11.25,0.55
jzmw1ooo,384514,none,0,5.465,30,Male,Graduate school,0.5,40,10,8b,25,27.25,-0.09
jzmvrwen,846903,none,0,7.81,35,Male,Professional school,0.5,50,0,10b,25,23.75,0.05
jzmvrwen,846903,none,0,7.81,35,Male,Professional school,0.5,40,10,13b,25,19.75,0.21
jzmvhgyy,426280,pie,2,7.325,28,Female,High school,0.5,40,10,12b,25,21.25,0.15
jzmvhgyy,426280,pie,2,7.325,28,Female,High school,0.5,50,0,14a,25,16.25,0.35
jzmvknws,1235501,icon,1,6.965,36,Female,High school,0.5,50,0,14b,25,13.75,0.45
jzmvknws,1235501,icon,1,6.965,36,Female,High school,0.5,40,10,15b,25,16.75,0.33
jzmw17m3,532347,circle,3,7.2,21,Male,High school,0.5,50,0,12b,25,18.75,0.25
jzmw17m3,532347,circle,3,7.2,21,Male,High school,0.5,40,10,10b,25,24.25,0.03
jzmwaml3,245967,bar,5,6.27,29,Male,Graduate school,0.5,50,0,8b,25,28.75,-0.15
jzmwaml3,245967,bar,5,6.27,29,Male,Graduate school,0.5,40,10,4b,25,33.25,-0.33
jzmvgf23,313767,pie,2,8.19,27,Male,High school,0.5,40,10,10b,25,24.25,0.03
jzmvgf23,313767,pie,2,8.19,27,Male,High school,0.5,50,0,10b,25,23.75,0.05
jzmxy4wt,298166,pie,2,6.95,23,Male,College,0.5,40,10,8b,25,27.25,-0.09
jzmxy4wt,298166,pie,2,6.95,23,Male,College,0.5,50,0,8b,25,28.75,-0.15
jzmxkazj,280309,icon,1,5.62,31,Female,College,0.5,40,10,16b,25,15.25,0.39
jzmxkazj,280309,icon,1,5.62,31,Female,College,0.5,50,0,16b,25,8.75,0.65
jzmvfp39,575876,triangle,4,7.6,35,Female,College,0.5,50,0,0a,25,50,-1
jzmvfp39,575876,triangle,4,7.6,35,Female,College,0.5,40,10,1b,25,37.75,-0.51
jzmwavfy,315889,triangle,4,6.725,42,Female,Graduate school,0.5,50,0,0b,25,48.75,-0.95
jzmwavfy,315889,triangle,4,6.725,42,Female,Graduate school,0.5,40,10,10a,25,25.75,-0.03
jzmwn7qk,315879,icon,1,7.54,35,Male,High school,0.5,40,10,0b,25,39.25,-0.57
jzmwn7qk,315879,icon,1,7.54,35,Male,High school,0.5,50,0,10b,25,23.75,0.05
jzmviv2o,542973,pie,2,8.16,28,Male,College,0.5,50,0,4b,25,38.75,-0.55
jzmviv2o,542973,pie,2,8.16,28,Male,College,0.5,40,10,7b,25,28.75,-0.15
jzmz14r6,472058,circle,3,5.745,50,Male,High school,0.5,50,0,4b,25,38.75,-0.55
jzmz14r6,472058,circle,3,5.745,50,Male,High school,0.5,40,10,3b,25,34.75,-0.39
jzmvm9ro,342782,pie,2,7.165,43,Female,College,0.5,50,0,14b,25,13.75,0.45
jzmvm9ro,342782,pie,2,7.165,43,Female,College,0.5,40,10,16b,25,15.25,0.39
jzmwoas9,374102,icon,1,7.4,31,Male,High school,0.5,40,10,13b,25,19.75,0.21
jzmwoas9,374102,icon,1,7.4,31,Male,High school,0.5,50,0,16b,25,8.75,0.65
jzmvwj79,945951,pie,2,8.44,34,Male,College,0.5,50,0,8b,25,28.75,-0.15
jzmvwj79,945951,pie,2,8.44,34,Male,College,0.5,40,10,9b,25,25.75,-0.03
jzmvvwty,637348,none,0,6.205,31,Male,High school,0.5,40,10,6b,25,30.25,-0.21
jzmvvwty,637348,none,0,6.205,31,Male,High school,0.5,50,0,8b,25,28.75,-0.15
jzmwj0hz,700087,pie,2,7.04,31,Female,College,0.5,50,0,8b,25,28.75,-0.15
jzmwj0hz,700087,pie,2,7.04,31,Female,College,0.5,40,10,10b,25,24.25,0.03
jzmvfefb,906379,circle,3,7.405,55,Female,High school,0.5,50,0,0b,25,48.75,-0.95
jzmvfefb,906379,circle,3,7.405,55,Female,High school,0.5,40,10,3b,25,34.75,-0.39
jzmvg8y2,685406,icon,1,6.4,39,Male,Graduate school,0.5,50,0,12b,25,18.75,0.25
jzmvg8y2,685406,icon,1,6.4,39,Male,Graduate school,0.5,40,10,10b,25,24.25,0.03
jzmwp07g,250787,pie,2,8.805,29,Female,College,0.5,50,0,0b,25,48.75,-0.95
jzmwp07g,250787,pie,2,8.805,29,Female,College,0.5,40,10,10b,25,24.25,0.03
jzmvgj2i,215621,none,0,5.76,27,Male,High school,0.5,40,10,13b,25,19.75,0.21
jzmvgj2i,215621,none,0,5.76,27,Male,High school,0.5,50,0,11b,25,21.25,0.15
jzmwdsar,424358,triangle,4,7.9,26,Female,College,0.5,50,0,13b,25,16.25,0.35
jzmwdsar,424358,triangle,4,7.9,26,Female,College,0.5,40,10,7b,25,28.75,-0.15
jzmydhwg,210106,none,0,8.135,28,Male,College,0.5,50,0,5b,25,36.25,-0.45
jzmydhwg,210106,none,0,8.135,28,Male,College,0.5,40,10,8b,25,27.25,-0.09
jzmw1vh2,854980,none,0,7.5,50,Male,College,0.5,40,10,19b,25,11.5,0.54
jzmw1vh2,854980,none,0,7.5,50,Male,College,0.5,50,0,10a,25,26.25,-0.05
jzmvf378,312223,icon,1,5.965,35,Male,High school,0.5,40,10,0a,25,40,-0.6
jzmvf378,312223,icon,1,5.965,35,Male,High school,0.5,50,0,10b,25,23.75,0.05
jzmy8703,386180,triangle,4,7.885,29,Male,College,0.5,50,0,11b,25,21.25,0.15
jzmy8703,386180,triangle,4,7.885,29,Male,College,0.5,40,10,2b,25,36.25,-0.45
jzmwx689,369562,triangle,4,7.76,28,Female,High school,0.5,50,0,10a,25,26.25,-0.05
jzmwx689,369562,triangle,4,7.76,28,Female,High school,0.5,40,10,9a,25,27.25,-0.09
jzmvf4no,534140,bar,5,6.305,49,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmvf4no,534140,bar,5,6.305,49,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmwev1q,808797,none,0,6.73,28,Male,College,0.5,50,0,11b,25,21.25,0.15
jzmwev1q,808797,none,0,6.73,28,Male,College,0.5,40,10,15b,25,16.75,0.33
jzmvfnrd,916186,none,0,6.535,39,Female,College,0.5,40,10,13b,25,19.75,0.21
jzmvfnrd,916186,none,0,6.535,39,Female,College,0.5,50,0,14a,25,16.25,0.35
jzmwfn9h,622903,none,0,7.88,35,Female,College,0.5,50,0,14b,25,13.75,0.45
jzmwfn9h,622903,none,0,7.88,35,Female,College,0.5,40,10,13b,25,19.75,0.21
jzmwow1v,491435,circle,3,6.735,25,Male,College,0.5,40,10,10a,25,25.75,-0.03
jzmwow1v,491435,circle,3,6.735,25,Male,College,0.5,50,0,10a,25,26.25,-0.05
jzmvfgdt,813504,pie,2,7.2,58,Female,College,0.5,50,0,14b,25,13.75,0.45
jzmvfgdt,813504,pie,2,7.2,58,Female,College,0.5,40,10,13b,25,19.75,0.21
jzmvffwk,444977,bar,5,7.355,26,Female,College,0.5,50,0,16b,25,8.75,0.65
jzmvffwk,444977,bar,5,7.355,26,Female,College,0.5,40,10,14b,25,18.25,0.27
jzmvel36,228265,bar,5,6.62,47,Unspecified,College,0.5,40,10,19b,25,11.5,0.54
jzmvel36,228265,bar,5,6.62,47,Unspecified,College,0.5,50,0,19b,25,2.5,0.9
jzmvi8wv,1693703,none,0,7.585,25,Male,Professional school,0.5,50,0,11b,25,21.25,0.15
jzmvi8wv,1693703,none,0,7.585,25,Male,Professional school,0.5,40,10,9b,25,25.75,-0.03
jzmy9bgk,563576,pie,2,7.645,27,Male,Graduate school,0.5,40,10,7b,25,28.75,-0.15
jzmy9bgk,563576,pie,2,7.645,27,Male,Graduate school,0.5,50,0,9b,25,26.25,-0.05
jzmw7slx,663309,none,0,7.125,23,Female,College,0.5,40,10,10b,25,24.25,0.03
jzmw7slx,663309,none,0,7.125,23,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmvlo0y,1020949,bar,5,8.195,37,Female,High school,0.5,40,10,9b,25,25.75,-0.03
jzmvlo0y,1020949,bar,5,8.195,37,Female,High school,0.5,50,0,13a,25,18.75,0.25
jzmxqu20,245813,triangle,4,8.49,28,Male,Professional school,0.5,40,10,6b,25,30.25,-0.21
jzmxqu20,245813,triangle,4,8.49,28,Male,Professional school,0.5,50,0,5b,25,36.25,-0.45
jzmvjdor,455771,none,0,6.11,43,Male,College,0.5,40,10,19b,25,11.5,0.54
jzmvjdor,455771,none,0,6.11,43,Male,College,0.5,50,0,10b,25,23.75,0.05
jzmvjn6c,540504,circle,3,7.635,35,Male,Graduate school,0.5,50,0,6b,25,33.75,-0.35
jzmvjn6c,540504,circle,3,7.635,35,Male,Graduate school,0.5,40,10,8b,25,27.25,-0.09
jzmx2tj8,395586,circle,3,7.875,25,Male,Professional school,0.5,50,0,7b,25,31.25,-0.25
jzmx2tj8,395586,circle,3,7.875,25,Male,Professional school,0.5,40,10,3b,25,34.75,-0.39
jzmvkwlv,694014,triangle,4,7.77,31,Male,College,0.5,50,0,14b,25,13.75,0.45
jzmvkwlv,694014,triangle,4,7.77,31,Male,College,0.5,40,10,12b,25,21.25,0.15
jzmvww5c,704581,icon,1,8.215,25,Male,Graduate school,0.5,50,0,16b,25,8.75,0.65
jzmvww5c,704581,icon,1,8.215,25,Male,Graduate school,0.5,40,10,13b,25,19.75,0.21
jzmx04g8,150656,none,0,6.615,35,Male,High school,0.5,50,0,14b,25,13.75,0.45
jzmx04g8,150656,none,0,6.615,35,Male,High school,0.5,40,10,0b,25,39.25,-0.57
jzmvjofr,209056,circle,3,8.065,24,Female,High school,0.5,40,10,14b,25,18.25,0.27
jzmvjofr,209056,circle,3,8.065,24,Female,High school,0.5,50,0,12b,25,18.75,0.25
jzmw93az,446941,triangle,4,6.935,25,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmw93az,446941,triangle,4,6.935,25,Male,College,0.5,40,10,13b,25,19.75,0.21
jzmwl1hf,226851,bar,5,7.405,32,Male,College,0.5,40,10,16b,25,15.25,0.39
jzmwl1hf,226851,bar,5,7.405,32,Male,College,0.5,50,0,18b,25,3.75,0.85
jzmy2w7b,733866,bar,5,7.16,31,Male,Graduate school,0.5,50,0,6b,25,33.75,-0.35
jzmy2w7b,733866,bar,5,7.16,31,Male,Graduate school,0.5,40,10,8b,25,27.25,-0.09
jzmweqwb,76595,none,0,8.06,26,Male,College,0.5,50,0,3b,25,41.25,-0.65
jzmweqwb,76595,none,0,8.06,26,Male,College,0.5,40,10,5b,25,31.75,-0.27
jzmvoxrq,546857,icon,1,8.425,21,Male,High school,0.5,40,10,6b,25,30.25,-0.21
jzmvoxrq,546857,icon,1,8.425,21,Male,High school,0.5,50,0,8b,25,28.75,-0.15
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.5,50,0,9b,25,26.25,-0.05
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.5,40,10,10b,25,24.25,0.03
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.5,40,10,10b,25,24.25,0.03
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.5,50,0,8b,25,28.75,-0.15
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.5,50,0,8b,25,28.75,-0.15
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.5,40,10,0b,25,39.25,-0.57
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.5,50,0,0b,25,48.75,-0.95
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.5,50,0,19b,25,2.5,0.9
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.5,40,10,10b,25,24.25,0.03
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.5,50,0,4b,25,38.75,-0.55
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.5,40,10,7b,25,28.75,-0.15
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.5,50,0,0b,25,48.75,-0.95
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.5,40,10,0b,25,39.25,-0.57
jzmw864s,343165,none,0,5.73,37,Male,High school,0.5,50,0,10b,25,23.75,0.05
jzmw864s,343165,none,0,5.73,37,Male,High school,0.5,40,10,10b,25,24.25,0.03
jzmvhycy,430010,none,0,8.185,32,Male,College,0.5,50,0,18b,25,3.75,0.85
jzmvhycy,430010,none,0,8.185,32,Male,College,0.5,40,10,13b,25,19.75,0.21
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.5,50,0,0b,25,48.75,-0.95
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.5,40,10,2b,25,36.25,-0.45
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.5,40,10,10b,25,24.25,0.03
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.5,50,0,8b,25,28.75,-0.15
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.5,50,0,19b,25,2.5,0.9
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.5,40,10,19b,25,11.5,0.54
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.5,50,0,4b,25,38.75,-0.55
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.5,40,10,10b,25,24.25,0.03
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.5,40,10,12b,25,21.25,0.15
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.5,50,0,4b,25,38.75,-0.55
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.5,50,0,10b,25,23.75,0.05
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.5,40,10,6b,25,30.25,-0.21
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.5,40,10,6b,25,30.25,-0.21
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.5,50,0,12a,25,21.25,0.15
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.5,40,10,10a,25,25.75,-0.03
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.5,40,10,10b,25,24.25,0.03
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.5,50,0,13a,25,18.75,0.25
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.5,40,10,14a,25,19.75,0.21
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.5,40,10,19b,25,11.5,0.54
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.5,50,0,19b,25,2.5,0.9
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.5,40,10,15b,25,16.75,0.33
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.5,50,0,19b,25,2.5,0.9
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.5,50,0,4b,25,38.75,-0.55
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.5,40,10,8b,25,27.25,-0.09
jzmwqano,264294,bar,5,7.6,24,Female,College,0.5,50,0,12b,25,18.75,0.25
jzmwqano,264294,bar,5,7.6,24,Female,College,0.5,40,10,0b,25,39.25,-0.57
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.5,40,10,14a,25,19.75,0.21
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.5,50,0,10a,25,26.25,-0.05
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.5,50,0,2b,25,43.75,-0.75
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.5,40,10,5b,25,31.75,-0.27
jzmvl453,926214,circle,3,6.93,37,Female,College,0.5,40,10,13a,25,21.25,0.15
jzmvl453,926214,circle,3,6.93,37,Female,College,0.5,50,0,12a,25,21.25,0.15
jzmvryol,138781,pie,2,8.48,21,Male,College,0.5,40,10,9b,25,25.75,-0.03
jzmvryol,138781,pie,2,8.48,21,Male,College,0.5,50,0,12b,25,18.75,0.25
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.5,40,10,12b,25,21.25,0.15
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.5,50,0,0b,25,48.75,-0.95
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.5,40,10,19b,25,11.5,0.54
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.5,50,0,10b,25,23.75,0.05
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.5,50,0,10b,25,23.75,0.05
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.5,40,10,10b,25,24.25,0.03
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.5,50,0,8b,25,28.75,-0.15
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.5,40,10,10b,25,24.25,0.03
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.5,50,0,0b,25,48.75,-0.95
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.5,40,10,0b,25,39.25,-0.57
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.5,40,10,3b,25,34.75,-0.39
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.5,50,0,6b,25,33.75,-0.35
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.5,40,10,10a,25,25.75,-0.03
